"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
125, 1.534900069240000e-01, 5.379977779145956e-02, -8.012437655387560e-04, 6.212847018097871e-06, -4.631258129417819e-06, 4.758679630780478e-09, -1.597082800858354e-02, 1.647072987985623e-01, -1.654796802888000e-01
126, 1.650400012730000e-01, 5.486709202536137e-02, -2.953324100393159e-03, 1.323153752994541e-05, -2.427834009753800e-07, -7.098321393177801e-09, -1.139127351307651e-02, 1.329896001721416e-01, -1.334764793267274e-01
127, 1.769299954180000e-01, 5.583513598033686e-02, -1.637146211613345e-03, 9.698473689573778e-06, -2.153476719014105e-06, -2.048211576746164e-09, -8.231767780111855e-03, 1.099949086223304e-01, -1.103024081443172e-01
128, 1.891400069000000e-01, 5.670228146432130e-02, -3.616301535854823e-03, 1.590718518804070e-05, 9.197370137433368e-07, -1.178186000093268e-08, -6.172094694664253e-03, 9.535472553860046e-02, -9.555418897899132e-02
129, 2.016600072380000e-01, 5.746811193675738e-02, -2.166948143555867e-03, 1.229457440885246e-05, -1.445545004449587e-06, -6.383549434866059e-09, -4.671513862219104e-03, 8.444887868599753e-02, -8.457793539289167e-02
130, 2.144699990750000e-01, 5.813197420944613e-02, -3.874696793496743e-03, 1.758775161483405e-05, 7.226824834150580e-07, -1.438405335678844e-08, -3.484576818445288e-03, 7.501625183603333e-02, -7.509710996027802e-02
131, 2.275699973110000e-01, 5.869456802648413e-02, -4.337494165492926e-03, 2.049480584431733e-05, 3.301767581457713e-07, -1.633308581377537e-08, -2.559814892300284e-03, 6.722776107346956e-02, -6.727646589897403e-02
132, 2.409400045870000e-01, 5.915585896897953e-02, -3.261468230507997e-03, 1.720931171747113e-05, -9.058751271929291e-07, -1.386977675577587e-08, -1.839125039794054e-03, 6.098279906584403e-02, -6.101052251352236e-02
133, 2.545700073240000e-01, 5.951657836311273e-02, -4.578707560477477e-03, 2.088525257242118e-05, 4.447702223749742e-07, -1.893919230869389e-08, -1.251725668157306e-03, 5.519757785207084e-02, -5.521176868150143e-02
134, 2.684499919410000e-01, 5.977765596976551e-02, -4.106076846092790e-03, 2.023286469994596e-05, -4.583822886722363e-07, -1.811437708632080e-08, -7.616111089766584e-04, 4.876991055660573e-02, -4.877585136108859e-02
135, 2.825500071050000e-01, 5.994005483718394e-02, -5.205504655338542e-03, 2.340380531613490e-05, 6.363151098780998e-07, -2.320967633442253e-08, -3.721507121280709e-04, 4.148984379247855e-02, -4.149149397161496e-02
136, 2.968699932100000e-01, 6.000550062925582e-02, -4.793559253919858e-03, 2.316912526818830e-05, -5.877309784404705e-07, -2.187075162079338e-08, -9.368388267141650e-05, 3.408155967136140e-02, -3.408164932156790e-02
137, 3.113999962810000e-01, 5.997565198183213e-02, -5.564669169160697e-03, 2.539053842907210e-05, 1.961444436311506e-08, -2.571557585262088e-08, 8.567043409108034e-05, 2.771083712246689e-02, -2.771090613193581e-02
138, 3.261100053790000e-01, 5.985254444802346e-02, -5.467702111198218e-03, 2.577553321799523e-05, -7.889924581195709e-07, -2.541966431508205e-08, 1.964106177712053e-04, 2.311335745651188e-02, -2.311409497520249e-02
139, 3.409900069240000e-01, 5.963847719943702e-02, -6.036799760813537e-03, 2.730339808635350e-05, -4.090719271201355e-07, -2.817259540016989e-08, 2.865307145888737e-04, 2.065018813820441e-02, -2.065205689648286e-02
140, 3.560400009160000e-01, 5.933561549045978e-02, -6.045271576555399e-03, 2.820503535272433e-05, -1.341110282152859e-06, -2.860506087070733e-08, 3.697856161265605e-04, 1.952636899994012e-02, -1.952971916795524e-02
141, 3.712300062180000e-01, 5.894684318665333e-02, -6.545250267619688e-03, 2.963654876258558e-05, -1.110961967990718e-06, -3.107077199273368e-08, 4.070321965854230e-04, 1.736527967713875e-02, -1.736985192730833e-02
142, 3.865399956700000e-01, 5.847520956655861e-02, -6.622703104026191e-03, 3.038319445976439e-05, -1.780626610322579e-06, -3.146557408208609e-08, 3.643807992645549e-04, 1.358072532045869e-02, -1.358532908741721e-02
143, 4.019699990750000e-01, 5.792324246601335e-02, -6.810708529016170e-03, 3.082918345513303e-05, -1.670073079132937e-06, -3.231154258790859e-08, 7.077356342871078e-04, 2.027903269368881e-02, -2.029127216589174e-02
144, 4.174999892710000e-01, 5.729416860686566e-02, -7.832306749914319e-03, 3.487843062210191e-05, -1.651717071163335e-06, -3.836684889441766e-08, 1.384676619233594e-04, 6.291455930566612e-03, -6.291626411455568e-03
145, 4.331099987030000e-01, 5.659141825851464e-02, -7.078563240041818e-03, 3.203634084321268e-05, -2.799482237638726e-06, -3.324206720556376e-08, -2.507793958800391e-04, -3.827965735516083e-03, 3.835530530708771e-03
146, 4.487800002100000e-01, 5.581859897363720e-02, -7.593469958957988e-03, 3.413428399044319e-05, -2.730548721724715e-06, -3.659555448259430e-08, 2.669140548697329e-04, 7.141875500756144e-03, -7.146164020337570e-03
147, 4.645099937920000e-01, 5.497835513414191e-02, -7.844180707368824e-03, 3.477451059587633e-05, -3.024687157125204e-06, -3.757433697018690e-08, 5.804109306033444e-05, 2.841193802346093e-03, -2.840057050780333e-03
148, 4.802699983120000e-01, 5.407492053959814e-02, -7.981297679617224e-03, 3.553104495032097e-05, -3.676468483050915e-06, -3.814924474452295e-08, -1.000916478794416e-04, -2.012505451763662e-04, 2.068129139136350e-04
149, 4.960500001910000e-01, 5.311153541819326e-02, -8.024686021725796e-03, 3.553898371317696e-05, -4.153389124460272e-06, -3.810106086063770e-08, 1.381873282958709e-04, 3.268800313816798e-03, -3.271032615926549e-03
150, 5.118399858470000e-01, 5.209138375948307e-02, -7.985867372118075e-03, 3.580831942934802e-05, -5.151359413149721e-06, -3.777272065033173e-08, 7.755681357622860e-04, 1.275837236031837e-02, -1.278173078018183e-02
151, 5.276100039480000e-01, 5.101897737545535e-02, -8.696397768660895e-03, 3.804540066894453e-05, -5.026528627449632e-06, -4.025574162866296e-08, 1.428447216088951e-03, 2.136244439610156e-02, -2.141006868089907e-02
152, 5.433599948880000e-01, 4.989683951066199e-02, -8.576351423853320e-03, 3.731052698369113e-05, -5.084198686321102e-06, -3.868924521964598e-08, 1.745772524895973e-03, 2.483334209956103e-02, -2.489455321189796e-02
153, 5.590599775310000e-01, 4.872955796694115e-02, -1.019698586748520e-02, 4.230204792316127e-05, -3.685445810950837e-06, -4.700790443008412e-08, -1.812647490352403e-03, -2.229130889649436e-02, 2.236455414645368e-02
154, 5.747100114820000e-01, 4.751950934859488e-02, -1.118458506430549e-02, 4.466994131172468e-05, -1.099654747682621e-06, -5.041532955354507e-08, -1.231720000213041e-02, -1.534250858249474e-01, 1.539185327093849e-01
155, 5.902799963950000e-01, 4.627132533375768e-02, -5.525793169646366e-03, 2.475264607372632e-05, -6.246070825873906e-06, -2.289485336485102e-08, -2.298047490179635e-02, -2.856438287709942e-01, 2.865665808123194e-01
156, 6.057599782940000e-01, 4.498807223669178e-02, -3.934491349058898e-03, 1.564704206087378e-05, -9.876271344207809e-06, -1.068347261225622e-08, -1.576140034946693e-02, -2.841380831608871e-01, 2.844585761840826e-01
157, 6.211299896240000e-01, 4.367359094194759e-02, -6.218224178942847e-04, 4.993118079536089e-06, -9.549516842676922e-06, 7.311311322860354e-09, 1.065417190797474e-02, -6.004986600368961e-02, 5.890390550139362e-02
158, 6.363800168040000e-01, 4.233084266562091e-02, -2.515275889265502e-03, 1.763494664156644e-05, 8.491508297656997e-07, -2.278270929519284e-08, 1.315384084933790e-02, 8.037235455268353e-02, -8.122355207018064e-02
159, 6.514999866490000e-01, 4.096270419333766e-02, -2.476581718740020e-03, 1.740016720450545e-05, 6.718922723402772e-06, -2.311363880001629e-08, 3.707362449814264e-03, 2.258486602988271e-02, -2.282897869651778e-02
160, 6.664699912070000e-01, 3.957289370556494e-02, -2.420015282334459e-03, 2.149084616088828e-05, 2.640574646689757e-06, -2.616051970329763e-08, -4.156279078747022e-04, -9.601333736465793e-04, 9.948080053838397e-04
161, 6.812700033190000e-01, 3.816515293304169e-02, -3.710639980968714e-03, 2.725463033684140e-05, 2.523420146691266e-06, -3.090732671717545e-08, 1.449265974758912e-03, 1.996484998570294e-02, -2.001187635022877e-02
162, 6.958900094030001e-01, 3.674225211597043e-02, -3.612527126315650e-03, 2.823806178812405e-05, 1.512132130300623e-06, -3.248009834536619e-08, 1.187688927825237e-03, 1.260078198599439e-02, -1.265652486521550e-02
163, 7.103199958800001e-01, 3.530689307158652e-02, -3.786237469580758e-03, 2.814460163171417e-05, 2.230530315199827e-06, -3.184080887108871e-08, 1.044354138291590e-03, 1.018446031025573e-02, -1.023784551896584e-02
164, 7.245299816130000e-01, 3.386376679305321e-02, -3.635944425636364e-03, 2.892903396826684e-05, 1.639784585238799e-06, -3.345500037509199e-08, 1.333074177332595e-03, 1.315277560712446e-02, -1.322014905858238e-02
165, 7.385200262070000e-01, 3.241453277608040e-02, -3.992113903786940e-03, 3.008498471052210e-05, 1.852903676057074e-06, -3.369709401325265e-08, 1.185643503060919e-03, 1.123101834676888e-02, -1.129342288265546e-02
166, 7.522799968720000e-01, 3.096181144522562e-02, -3.659307137474812e-03, 2.884999686882528e-05, 1.684083569274340e-06, -3.261253156462772e-08, 1.232185401943774e-03, 1.111238415472124e-02, -1.118038708418811e-02
167, 7.657799720760000e-01, 2.951033727360171e-02, -4.004103541136247e-03, 3.031372017873628e-05, 1.819510815994032e-06, -3.400898587662807e-08, 1.273749136666930e-03, 1.106822121393302e-02, -1.114103421025834e-02
168, 7.790099978450000e-01, 2.806276676215449e-02, -3.617010149426922e-03, 2.883243181714774e-05, 1.347246940569497e-06, -3.193823450544239e-08, 1.379385132468129e-03, 1.166007842783129e-02, -1.174102268902900e-02
169, 7.919700145720000e-01, 2.662062628442961e-02, -3.902008358656454e-03, 3.008144136453549e-05, 1.534208036838205e-06, -3.330371263996082e-08, 1.491687581964353e-03, 1.229895546665378e-02, -1.238858534498491e-02
170, 8.046399950980000e-01, 2.518763605296113e-02, -3.620326935626711e-03, 2.894576126452834e-05, 1.258530480212282e-06, -3.163285063511190e-08, 1.611782432407785e-03, 1.298843884837295e-02, -1.308741274236357e-02
171, 8.170099854470000e-01, 2.376642068849115e-02, -3.849069488743096e-03, 2.993147217686030e-05, 1.586194833014520e-06, -3.309549647886562e-08, 1.772343439184817e-03, 1.402784986308533e-02, -1.413860012168960e-02
172, 8.290500044819999e-01, 2.236196298315981e-02, -3.436941379054516e-03, 2.828173359963881e-05, 1.155889433479362e-06, -3.126568030016979e-08, 1.939970315427304e-03, 1.510070065850601e-02, -1.522391473883302e-02
173, 8.407700061800000e-01, 2.097463226217677e-02, -3.824573359014101e-03, 3.011420074418728e-05, 1.433396945228335e-06, -3.219036738167641e-08, 2.122723018861897e-03, 1.625174957546286e-02, -1.638875912833382e-02
174, 8.521599769590000e-01, 1.960709133914372e-02, -3.422598219913601e-03, 2.822851540507219e-05, 1.365383110501618e-06, -3.046950869039745e-08, 2.330269063431904e-03, 1.760106663729834e-02, -1.775351321545034e-02
175, 8.631799817090000e-01, 1.826569132102762e-02, -3.683349459672634e-03, 2.951234454669823e-05, 1.727421304270871e-06, -3.184510912134569e-08, 2.583622230951173e-03, 1.927453193914617e-02, -1.944567072505716e-02
176, 8.738499879840000e-01, 1.694956337677533e-02, -3.266760271310330e-03, 2.760110326562706e-05, 1.383213880057577e-06, -2.942186048359887e-08, 2.863702579258868e-03, 2.112105033146788e-02, -2.131295155205608e-02
177, 8.841500282290000e-01, 1.566269158090452e-02, -3.481868158572815e-03, 2.869233498360632e-05, 1.787382602671931e-06, -3.073137111931301e-08, 3.161196683932532e-03, 2.305628944014384e-02, -2.327052948671345e-02
178, 8.940600156780000e-01, 1.440916392228702e-02, -3.137846078278660e-03, 2.701739623095349e-05, 1.624013970438438e-06, -2.865229105760718e-08, 3.522206069911763e-03, 2.543526339546891e-02, -2.567641065024469e-02
179, 9.035800099370001e-01, 1.319055953446835e-02, -3.357287312489635e-03, 2.810964973190487e-05, 2.024517675558353e-06, -3.003970777852194e-08, 3.924620360717846e-03, 2.807741913090858e-02, -2.834871004495285e-02
180, 9.126999974250000e-01, 1.200973104171110e-02, -2.928263850462337e-03, 2.605225836851955e-05, 1.708692787394144e-06, -2.727693932990889e-08, 4.389790925501728e-03, 3.112263699564469e-02, -3.142890655845527e-02
181, 9.214000105860000e-01, 1.087086069705918e-02, -3.112842638947871e-03, 2.704567679774380e-05, 2.045782051818534e-06, -2.871173032806765e-08, 4.938770130021799e-03, 3.474175094328055e-02, -3.508914269202687e-02
182, 9.296900033950000e-01, 9.774221272349531e-03, -2.758550443338239e-03, 2.513413434651002e-05, 1.902404652140144e-06, -2.592849133397705e-08, 5.568647850050583e-03, 3.886568521254576e-02, -3.926057040359555e-02
183, 9.375399947170000e-01, 8.725349486403867e-03, -2.953165118524149e-03, 2.615925886098726e-05, 2.206686614440423e-06, -2.747006352750365e-08, 6.320203846049693e-03, 4.381145495846285e-02, -4.426284072798363e-02
184, 9.449599981310000e-01, 7.724467125531491e-03, -2.486416212553836e-03, 2.373243751087099e-05, 2.076196837118894e-06, -2.409995009039523e-08, 7.227516663674156e-03, 4.978265109786693e-02, -5.030228945336140e-02
185, 9.519400000570000e-01, 6.774428848839826e-03, -2.679532856842769e-03, 2.468982086909123e-05, 2.219395278900796e-06, -2.577515424231196e-08, 8.311598753503839e-03, 5.691494249302179e-02, -5.751620943196047e-02
186, 9.584699869160000e-01, 5.878077433056352e-03, -2.296931121604555e-03, 2.264262236374987e-05, 2.268095502505976e-06, -2.264852043614859e-08, 9.645546498049738e-03, 6.569734903629090e-02, -6.639904600243905e-02
187, 9.645400047300000e-01, 5.038225493362627e-03, -2.404922590647865e-03, 2.302220389674082e-05, 2.923916685475215e-06, -2.363984648236588e-08, 1.132338661126276e-02, 7.678023273201799e-02, -7.760794432864360e-02
188, 9.701499938960000e-01, 4.256268552403566e-03, -2.344438843122977e-03, 2.382437614749295e-05, 2.322485369107274e-06, -2.411429551804477e-08, 1.342577636795431e-02, 9.063786871953261e-02, -9.162380610275085e-02
189, 9.752799868580000e-01, 3.536324145770189e-03, -1.501042398294634e-03, 1.631932852603930e-05, 2.167354784192309e-06, -1.533134325047907e-08, 1.619625987849208e-02, 1.089997684093140e-01, -1.101932573707775e-01
190, 9.799500107769999e-01, 2.876826092032643e-03, -1.774535143322477e-03, 1.867586002122634e-05, 2.841974225278413e-06, -1.863644023044927e-08, 1.988908744920843e-02, 1.334853889800370e-01, -1.349554305893217e-01
191, 9.841300249100000e-01, 2.283176811071472e-03, -1.575183939870816e-03, 1.845653616522842e-05, 2.819068919672717e-06, -1.747318492577172e-08, 2.514515469974950e-02, 1.685302825565256e-01, -1.703919934347132e-01
192, 9.878399968150000e-01, 1.753609743384430e-03, -1.532331054233360e-03, 1.765542255558920e-05, 3.794390655397948e-06, -1.810450988838179e-08, 3.236101991857920e-02, 2.165680225360406e-01, -2.189681883791509e-01
193, 9.910500049590000e-01, 1.293363843462116e-03, -1.144052820100536e-03, 1.566476139648736e-05, 4.200827320687015e-06, -1.548022343521171e-08, 4.353771723996788e-02, 2.914445618774666e-01, -2.946739037275571e-01
194, 9.937800168990000e-01, 9.004365425509819e-04, -1.031200392695040e-03, 1.458442164527158e-05, 5.229427566609660e-06, -1.594619587683959e-08, 6.779570896571957e-02, 4.572248496093674e-01, -4.622199830805751e-01
195, 9.960200190539999e-01, 5.769983605901485e-04, -8.282181434737707e-04, 1.345446483216579e-05, 6.697629967722339e-06, -1.551548205432601e-08, 8.590015040327177e-02, 5.618585946798883e-01, -5.683682388412445e-01
196, 9.977599978450000e-01, 3.251111630156300e-04, -9.909916067421566e-06, 7.513166509684895e-06, 5.990192340428437e-06, -9.060003440865744e-09, 1.413549502565128e-01, 9.424518315365601e-01, -9.529816376544384e-01
197, 9.990000128750000e-01, 1.452537504052920e-04, 9.162372774727869e-04, 2.473527345153711e-06, 9.802051908839559e-06, -9.111473757973316e-09, 8.414812588445815e-01, 6.453557337698181e+00, -6.507507121470288e+00
198, 9.997500181200000e-01, 3.632896519016437e-05, -4.131613162489486e-03, 3.605428013956777e-05, 2.499095442067092e-05, -4.917893034900276e-08, -9.659222208738006e+00, -2.752664545898952e+00, 4.112561462124795e+00
199, 1.000000000000000e+00, 0.000000000000000e+00, 1.736877942643234e-04, -6.140839973835021e-07, -5.971353952669494e-05, 1.484825709030872e-09, 3.773222790302211e-01, -1.808912982586213e+01, -3.773222790302211e-01
